Gene stable ID	Anopheles gambiae Ensembl Gene ID	Anopheles gambiae % Identity
AALB008885	AGAP002028	52
AALB008887	AGAP000325	77
AALB008888	AGAP002802	76
AALB008889		
AALB008890	AGAP002804	78
AALB008891	AGAP002805	77
AALB008894	AGAP002810	79
AALB008897	AGAP002812	94
AALB008901	AGAP002816	90
AALB008913	AGAP003389	86
AALB008915	AGAP003143	83
AALB008903	AGAP002818	93
AALB008908	AGAP003379	75
AALB008908	AGAP012795	94
AALB008908	AGAP003385	74
AALB008914	AGAP003141	71
AALB008918	AGAP003148	58
AALB008928	AGAP004477	87
AALB008937	AGAP004468	74
AALB008917	AGAP003146	83
AALB008925	AGAP003153	99
AALB008927	AGAP004480	60
AALB008929	AGAP004476	84
AALB008939	AGAP004466	68
AALB008940	AGAP002740	77
AALB008938	AGAP004467	75
AALB008941	AGAP013044	92
AALB008944		
AALB008945	AGAP002737	15
AALB008956		
AALB008947	AGAP002734	70
AALB008947	AGAP002733	64
AALB008949		
AALB008950	AGAP002731	68
AALB008955	AGAP013513	32
AALB008955	AGAP002726	66
AALB008960	AGAP002722	33
AALB008960	AGAP002723	75
AALB008961	AGAP002722	16
AALB008961	AGAP002723	0
AALB008962	AGAP002721	94
AALB008965	AGAP002718	86
AALB008964		
AALB008806	AGAP001923	59
AALB008809	AGAP001917	76
AALB008968	AGAP002713	73
AALB008974	AGAP003899	91
AALB008976	AGAP003895	67
AALB008969	AGAP002712	81
AALB008977	AGAP002835	87
AALB008980	AGAP002850	75
AALB008982	AGAP002853	60
AALB008991		
AALB008993	AGAP000586	62
AALB008988	AGAP002862	74
AALB008989	AGAP002863	48
AALB008990	AGAP002863	50
AALB008994	AGAP007415	40
AALB008995	AGAP007415	44
AALB008997	AGAP002875	43
AALB009003	AGAP002002	18
AALB008996	AGAP002872	92
AALB009002	AGAP002879	53
AALB009005	AGAP004283	100
AALB009007	AGAP013057	82
AALB009014	AGAP004291	57
AALB009012	AGAP004288	80
AALB009015	AGAP004292	97
AALB009018	AGAP003660	84
AALB009022	AGAP012857	86
AALB009022	AGAP012590	83
AALB009019		
AALB009020	AGAP003658	38
AALB009023	AGAP012870	70
AALB009023	AGAP012591	80
AALB009024	AGAP003656	62
AALB009029	AGAP012922	79
AALB009032	AGAP004315	75
AALB009033	AGAP011124	54
AALB009035	AGAP013351	65
AALB009026	AGAP003655	63
AALB009028	AGAP003652	93
AALB009048	AGAP002351	69
AALB009039	AGAP002836	70
AALB009042	AGAP004317	60
AALB009047	AGAP002352	31
AALB009053	AGAP002347	85
AALB009055	AGAP002344	69
AALB009054	AGAP002345	61
AALB009056	AGAP011098	69
AALB008814	AGAP001912	71
AALB008822	AGAP001899	93
AALB008825	AGAP001895	78
AALB008813	AGAP001913	95
AALB008817	AGAP001909	64
AALB009057	AGAP002342	88
AALB008820	AGAP001901	61
AALB009058	AGAP002341	70
AALB009060	AGAP002337	91
AALB009059	AGAP002340	82
AALB009065	AGAP003159	68
AALB009066	AGAP003600	89
AALB009068	AGAP003373	84
AALB009073	AGAP003372	88
AALB009082	AGAP002124	60
AALB009080	AGAP002122	94
AALB009081	AGAP002123	78
AALB009088	AGAP002880	91
AALB009090	AGAP002981	84
AALB009092	AGAP002982	59
AALB009095	AGAP002985	61
AALB009094	AGAP002984	62
AALB009101	AGAP002994	67
AALB009102	AGAP002996	77
AALB009103	AGAP002997	92
AALB008826	AGAP001894	87
AALB008834	AGAP013155	76
AALB009114	AGAP003004	76
AALB009108	AGAP003000	81
AALB009113	AGAP003003	88
AALB009117	AGAP003008	98
AALB009116	AGAP003006	65
AALB009116	AGAP003007	65
AALB009121	AGAP003010	68
AALB009127	AGAP013124	50
AALB009127	AGAP013243	76
AALB009130	AGAP012990	0
AALB009130	AGAP001548	91
AALB009133	AGAP001544	38
AALB009134	AGAP001543	75
AALB009124	AGAP002985	51
AALB009126	AGAP002761	93
AALB009132	AGAP001545	89
AALB009136	AGAP001542	59
AALB009137	AGAP001541	61
AALB009138	AGAP001539	95
AALB009140	AGAP001537	47
AALB009141	AGAP001536	49
AALB009145	AGAP001534	68
AALB009147	AGAP001532	64
AALB009147	AGAP013108	31
AALB009151	AGAP001528	67
AALB009146	AGAP009222	68
AALB009153	AGAP001526	75
AALB009159	AGAP001515	73
AALB009160	AGAP001514	70
AALB009161	AGAP002517	59
AALB009156	AGAP001520	54
AALB009157	AGAP001519	95
AALB009162	AGAP002518	89
AALB009165	AGAP002521	96
AALB009166	AGAP013013	64
AALB009169	AGAP002527	82
AALB009171	AGAP002529	82
AALB009175	AGAP002533	96
AALB009178	AGAP001310	81
AALB009172	AGAP002530	78
AALB009176	AGAP002534	94
AALB009177	AGAP001312	94
AALB009179	AGAP001309	95
AALB009181	AGAP001308	81
AALB009184	AGAP001304	74
AALB008840	AGAP001874	72
AALB008841	AGAP001871	42
AALB008838	AGAP001878	97
AALB008843	AGAP001867	64
AALB009188	AGAP001302	71
AALB009192	AGAP001297	82
AALB009185		
AALB009189	AGAP013277	91
AALB009195	AGAP001293	83
AALB009197	AGAP001291	29
AALB009202	AGAP001285	95
AALB009199	AGAP001290	74
AALB009201	AGAP001286	92
AALB009205	AGAP001283	76
AALB009214	AGAP001272	82
AALB009217	AGAP001268	63
AALB009210	AGAP001276	77
AALB009215	AGAP001271	49
AALB009218	AGAP001267	96
AALB009220	AGAP002509	92
AALB009226	AGAP001513	87
AALB009228	AGAP001507	82
AALB009230	AGAP001506	95
AALB009221	AGAP002510	71
AALB009223	AGAP002513	93
AALB009225	AGAP002516	60
AALB009227	AGAP001512	91
AALB009232	AGAP001502	91
AALB009234	AGAP001500	68
AALB009237	AGAP001497	96
AALB009231	AGAP001505	69
AALB009238	AGAP001496	45
AALB009249	AGAP001484	98
AALB009252	AGAP001482	75
AALB009247	AGAP001485	77
AALB009256	AGAP001473	90
AALB009258	AGAP001471	62
AALB009258	AGAP001470	63
AALB009266	AGAP003601	48
AALB009266	AGAP003602	88
AALB009268	AGAP003605	87
AALB009255	AGAP001475	80
AALB009260	AGAP001382	85
AALB009265	AGAP001387	66
AALB009267	AGAP003604	90
AALB009269	AGAP003606	87
AALB009270	AGAP003607	70
AALB009273	AGAP003611	91
AALB009278		
AALB009279		
AALB009280	AGAP003615	91
AALB009283	AGAP003619	84
AALB009284	AGAP002094	59
AALB009274	AGAP003614	78
AALB009287	AGAP002091	84
AALB009290	AGAP002088	79
AALB009293	AGAP002085	83
AALB009294	AGAP002084	83
AALB009295	AGAP003204	92
AALB009298	AGAP001107	44
AALB009299	AGAP001109	86
AALB009303	AGAP001112	92
AALB009310	AGAP001118	68
AALB009313	AGAP001124	82
AALB009321	AGAP001136	85
AALB009317	AGAP001130	32
AALB009320	AGAP001135	88
AALB009322	AGAP001138	93
AALB009325	AGAP001255	63
AALB009328	AGAP001249	85
AALB009331	AGAP013332	47
AALB009332	AGAP001241	60
AALB008851	AGAP002167	79
AALB008854	AGAP002171	83
AALB008850	AGAP002166	69
AALB008852	AGAP002168	74
AALB008853	AGAP002170	90
AALB009338	AGAP001237	71
AALB009342	AGAP001233	87
AALB009341	AGAP001234	83
AALB009350	AGAP001228	85
AALB009355	AGAP001223	79
AALB009348	AGAP001229	96
AALB009351	AGAP001227	69
AALB009357	AGAP001222	87
AALB009365	AGAP013011	77
AALB009370	AGAP013518	43
AALB009371	AGAP001206	68
AALB009363	AGAP001212	51
AALB009366	AGAP001211	99
AALB009379	AGAP013386	58
AALB009384	AGAP001195	60
AALB009383	AGAP001196	55
AALB009388		
AALB009392		
AALB009397	AGAP001185	90
AALB009400	AGAP001182	42
AALB009399	AGAP001183	62
AALB008856	AGAP002173	64
AALB008858	AGAP002175	76
AALB008857	AGAP002174	42
AALB009403	AGAP001179	62
AALB009408	AGAP001174	68
AALB009412	AGAP001161	97
AALB009404		
AALB009405		
AALB009407	AGAP001175	67
AALB009425	AGAP001146	80
AALB009417	AGAP013527	26
AALB009419	AGAP001154	99
AALB009421	AGAP001152	91
AALB009424	AGAP001150	83
AALB009428	AGAP001141	56
AALB009436	AGAP002504	73
AALB009440	AGAP002500	81
AALB009441	AGAP002499	95
AALB009444	AGAP004194	88
AALB009446	AGAP004191	99
AALB009449	AGAP012583	66
AALB009449	AGAP004197	97
AALB009449	AGAP012912	75
AALB009449	AGAP004687	84
AALB009449	AGAP012497	72
AALB009449	AGAP012438	85
AALB009449	AGAP010329	74
AALB009439	AGAP002501	46
AALB009443	AGAP004198	68
AALB009450	AGAP004189	85
AALB009450	AGAP004195	87
AALB009455	AGAP004183	72
AALB009455	AGAP004184	73
AALB009461	AGAP004176	70
AALB009460	AGAP004178	59
AALB009466	AGAP004459	72
AALB009468	AGAP005092	75
AALB009468	AGAP004462	75
AALB009470	AGAP004464	59
AALB009465	AGAP003792	78
AALB009467	AGAP004461	83
AALB009469	AGAP004463	68
AALB009471	AGAP004465	95
AALB009481	AGAP002906	81
AALB009474	AGAP002743	91
AALB009475	AGAP013298	69
AALB009479	AGAP013354	67
AALB009480	AGAP002907	58
AALB009482	AGAP002905	69
AALB009484	AGAP002903	66
AALB009489	AGAP013394	40
AALB009488	AGAP002899	83
AALB009490	AGAP012769	72
AALB009490	AGAP003285	76
AALB009492		
AALB009497	AGAP003279	66
AALB009498	AGAP003278	59
AALB009503	AGAP003271	97
AALB009505	AGAP003268	53
AALB009499	AGAP003277	90
AALB009502	AGAP003273	77
AALB009504	AGAP003269	51
AALB009507		
AALB009508	AGAP003266	86
AALB009509	AGAP003265	78
AALB009512	AGAP003262	84
AALB009514	AGAP003257	62
AALB009516	AGAP003249	64
AALB009516	AGAP013487	62
AALB009516	AGAP003250	65
AALB009516	AGAP012614	34
AALB009516	AGAP003246	53
AALB009522	AGAP003238	90
AALB009518	AGAP003243	58
AALB009523	AGAP003236	72
AALB009532	AGAP003228	98
AALB009534	AGAP003230	77
AALB009539	AGAP003216	99
AALB009539	AGAP003215	99
AALB009533	AGAP003229	67
AALB009536	AGAP003221	87
AALB009542	AGAP003211	89
AALB009545	AGAP003207	90
AALB009546	AGAP003206	89
AALB009543	AGAP003209	80
AALB008862	AGAP001690	52
AALB008864	AGAP001688	88
AALB008867	AGAP003294	66
AALB008870	AGAP013135	22
AALB008883	AGAP002030	62
AALB008896	AGAP002811	67
AALB008898	AGAP002813	85
AALB008892		
AALB008899	AGAP002814	60
AALB008902	AGAP002817	76
AALB008910		
AALB008909		
AALB008919	AGAP003150	49
AALB008935	AGAP004471	86
AALB008920		
AALB008934	AGAP004473	38
AALB008934	AGAP004472	46
AALB008936	AGAP004470	77
AALB008942	AGAP002739	93
AALB008946	AGAP002735	43
AALB008951	AGAP002730	93
AALB008958	AGAP002725	50
AALB008957		
AALB008959	AGAP002724	45
AALB008963	AGAP002719	76
AALB008966	AGAP002717	80
AALB008967	AGAP002715	47
AALB008807		
AALB008810	AGAP001916	61
AALB008971	AGAP002711	60
AALB008972		
AALB008975	AGAP003898	64
AALB008985	AGAP001525	34
AALB008984	AGAP002857	78
AALB008983	AGAP013529	65
AALB008983	AGAP002855	70
AALB008983	AGAP002856	65
AALB008986	AGAP002858	95
AALB008992		
AALB009001	AGAP002877	95
AALB009004	AGAP004209	72
AALB009006	AGAP004284	81
AALB009008		
AALB009010	AGAP012668	92
AALB009010	AGAP004287	82
AALB009027	AGAP003654	65
AALB009030		
AALB009031	AGAP004314	64
AALB009031	AGAP004313	39
AALB009040	AGAP002842	53
AALB009045		
AALB009036	AGAP002840	27
AALB009037	AGAP013054	61
AALB009044	AGAP004320	83
AALB009050		
AALB009052	AGAP002348	72
AALB009049	AGAP002350	92
AALB009062	AGAP002336	65
AALB008816	AGAP001910	89
AALB008811	AGAP001915	79
AALB009063		
AALB008818	AGAP001903	94
AALB008824	AGAP001897	57
AALB009064	AGAP003158	75
AALB009067	AGAP003374	63
AALB009072	AGAP012987	73
AALB009084	AGAP002126	60
AALB009075	AGAP002119	35
AALB009077		
AALB009083	AGAP002125	77
AALB009093	AGAP002983	17
AALB009089	AGAP002132	48
AALB009096	AGAP002986	71
AALB009098	AGAP002989	79
AALB009104	AGAP012596	51
AALB009104	AGAP013119	49
AALB009105	AGAP013498	84
AALB009111	AGAP013545	56
AALB008833	AGAP001882	96
AALB009115	AGAP013439	96
AALB009115	AGAP003005	72
AALB009125	AGAP002760	58
AALB009128	AGAP001550	87
AALB009129	AGAP001549	69
AALB009131	AGAP001546	68
AALB009142		
AALB009143		
AALB009149	AGAP013519	96
AALB009144	AGAP001535	63
AALB009155	AGAP001523	54
AALB009152	AGAP001527	71
AALB009150	AGAP013478	87
AALB009167	AGAP002523	77
AALB009174	AGAP002532	40
AALB008839	AGAP001877	45
AALB009191	AGAP001298	59
AALB009193	AGAP001296	66
AALB009198		
AALB009194	AGAP001294	56
AALB009196	AGAP001292	50
AALB009200	AGAP001287	85
AALB009204		
AALB009213	AGAP001273	92
AALB009208	AGAP001278	98
AALB009224	AGAP002515	39
AALB009219	AGAP002505	78
AALB009229		
AALB009239	AGAP001495	66
AALB008845	AGAP002142	72
AALB008846	AGAP002141	91
AALB008847	AGAP002163	74
AALB009245	AGAP001487	56
AALB008849	AGAP002165	67
AALB009254	AGAP001477	72
AALB009246	AGAP001486	80
AALB009248	AGAP001490	46
AALB009250	AGAP001483	52
AALB009253	AGAP001481	45
AALB009253	AGAP001480	51
AALB009257	AGAP001472	43
AALB009264	AGAP001386	53
AALB009275	AGAP003613	96
AALB009281	AGAP003616	63
AALB009271	AGAP003608	82
AALB009272	AGAP003610	78
AALB009282	AGAP003618	50
AALB009289	AGAP002089	48
AALB009291	AGAP002086	64
AALB009288	AGAP002090	67
AALB009296	AGAP001106	72
AALB009297	AGAP001108	74
AALB009302	AGAP001111	80
AALB009307	AGAP001114	66
AALB009309	AGAP001117	69
AALB009300		
AALB009306		
AALB009305		
AALB009308	AGAP001115	51
AALB009311	AGAP001119	49
AALB009315	AGAP001126	96
AALB009312	AGAP001123	49
AALB009318	AGAP009662	1
AALB009324	AGAP001256	92
AALB009327	AGAP001251	61
AALB009330	AGAP001242	91
AALB009333	AGAP001240	74
AALB009334	AGAP001239	44
AALB009340	AGAP001235	83
AALB009337	AGAP001238	71
AALB009344	AGAP001231	23
AALB009349		
AALB009353	AGAP001225	63
AALB009358	AGAP001220	69
AALB009347		
AALB009352	AGAP004911	37
AALB009360	AGAP001215	69
AALB009367	AGAP001209	81
AALB009368	AGAP001208	56
AALB009369	AGAP001207	82
AALB009372	AGAP001205	89
AALB009374	AGAP001202	69
AALB009377	AGAP001201	51
AALB009386		
AALB009378	AGAP001200	89
AALB009380	AGAP001199	60
AALB009381	AGAP001197	52
AALB009385	AGAP013523	58
AALB009387	AGAP001194	48
AALB009391	AGAP001189	76
AALB009390	AGAP001190	55
AALB009393	AGAP001187	20
AALB009396		
AALB009398	AGAP001184	38
AALB008855	AGAP002172	64
AALB008859	AGAP002176	91
AALB009410	AGAP001165	48
AALB009406	AGAP013379	44
AALB009409	AGAP001168	52
AALB008860	AGAP013145	46
AALB009415	AGAP001158	61
AALB009413	AGAP001160	66
AALB009416	AGAP001157	83
AALB009418	AGAP001156	31
AALB009422	AGAP001151	90
AALB009423		
AALB009430	AGAP001140	52
AALB009433	AGAP001264	84
AALB009431	AGAP001139	80
AALB009435		
AALB009437		
AALB009438	AGAP002502	37
AALB009442	AGAP004199	89
AALB009448	AGAP013462	57
AALB009434	AGAP001265	88
AALB009451	AGAP004188	50
AALB009452		
AALB009453		
AALB009454	AGAP004186	64
AALB009456		
AALB009458		
AALB009459	AGAP004179	74
AALB009464	AGAP003791	52
AALB009472	AGAP002741	57
AALB009483	AGAP002904	61
AALB009477	AGAP013025	68
AALB009477	AGAP002745	51
AALB009486	AGAP002900	45
AALB009487	AGAP002900	38
AALB009485	AGAP002902	81
AALB009491	AGAP003284	61
AALB009493	AGAP012597	94
AALB009493	AGAP003283	61
AALB009495	AGAP003282	62
AALB009496	AGAP003280	54
AALB009500	AGAP003276	63
AALB009501	AGAP003274	85
AALB009511		
AALB009510	AGAP003264	75
AALB009513	AGAP003261	22
AALB009515	AGAP003251	68
AALB009515	AGAP003252	56
AALB009517	AGAP003244	45
AALB009519	AGAP003242	81
AALB009520	AGAP005630	16
AALB009521	AGAP003239	75
AALB009521	AGAP003240	93
AALB009524		
AALB009525	AGAP003235	53
AALB009527	AGAP013304	55
AALB009527	AGAP003233	57
AALB009526	AGAP003235	26
AALB009537	AGAP003220	60
AALB009540	AGAP003214	51
AALB009528	AGAP003232	66
AALB009530	AGAP003226	86
AALB009531	AGAP003227	84
AALB009535	AGAP003222	55
AALB009538	AGAP003219	68
AALB009547	AGAP009531	68
AALB009548	AGAP001096	57
AALB009549	AGAP013094	83
AALB009550	AGAP001098	45
AALB009544	AGAP003208	95
AALB009552	AGAP001100	67
AALB009551	AGAP001099	81
AALB009553	AGAP001101	68
AALB008876		
AALB008886		
AALB008893	AGAP002807	40
AALB008904	AGAP002820	79
AALB008930		
AALB008973		
AALB008978	AGAP002845	57
AALB008981	AGAP002852	37
AALB008987	AGAP002859	58
AALB009011	AGAP013415	54
AALB009013	AGAP004289	80
AALB009013	AGAP013168	3
AALB009013	AGAP004290	80
AALB009021		
AALB009038	AGAP002837	37
AALB008812	AGAP001914	83
AALB009071	AGAP013095	52
AALB009076		
AALB009091	AGAP013499	69
AALB009085		
AALB008836	AGAP001880	63
AALB008827	AGAP001891	71
AALB009106	AGAP002998	79
AALB009118		
AALB009119	AGAP003009	47
AALB009120		
AALB009135	AGAP013269	52
AALB009158		
AALB009163	AGAP002519	68
AALB009170	AGAP002526	93
AALB009203	AGAP012950	53
AALB009216	AGAP001270	54
AALB009211	AGAP001275	80
AALB009206	AGAP001279	96
AALB009207	AGAP013159	40
AALB009240		
AALB009236	AGAP001498	71
AALB009243	AGAP001476	10
AALB009263		
AALB009259	AGAP001469	94
AALB009262		
AALB009277		
AALB009292	AGAP013167	81
AALB009286	AGAP002092	93
AALB009314	AGAP001125	37
AALB009323	AGAP013220	80
AALB009345	AGAP013012	40
AALB009362	AGAP001213	85
AALB009361	AGAP001214	95
AALB009364		
AALB009375		
AALB009395	AGAP013177	39
AALB009402		
AALB009401	AGAP001181	59
AALB009411	AGAP012982	30
AALB009429	AGAP013376	86
AALB009457	AGAP004181	21
AALB009476	AGAP013160	28
AALB009494		
AALB008861		
AALB009506	AGAP003267	83
AALB009554	AGAP001102	63
AALB009541	AGAP003212	58
AALB008866	AGAP001686	98
AALB008872		
AALB008874	AGAP003287	61
AALB008879	AGAP002038	70
AALB008884	AGAP012908	80
AALB008884	AGAP002026	78
AALB008900	AGAP002815	90
AALB008895	AGAP002809	75
AALB008911	AGAP003378	79
AALB008912	AGAP003375	91
AALB008905	AGAP003395	80
AALB008906	AGAP003394	59
AALB008907	AGAP003386	82
AALB008916	AGAP003145	57
AALB008926	AGAP004481	78
AALB008931	AGAP004475	67
AALB008932	AGAP004474	74
AALB008933	AGAP013052	41
AALB008921	AGAP013060	59
AALB008921	AGAP012571	57
AALB008922	AGAP013365	63
AALB008923		
AALB008924	AGAP003151	77
AALB008943	AGAP002738	79
AALB008948		
AALB008952	AGAP002729	95
AALB008953	AGAP002728	91
AALB008954		
AALB008808	AGAP001919	81
AALB008970	AGAP002346	99
AALB008979	AGAP002846	77
AALB008998	AGAP013244	76
AALB008999	AGAP002876	65
AALB009000	AGAP002878	59
AALB009009	AGAP012980	92
AALB009009	AGAP004286	55
AALB009016	AGAP004293	64
AALB009017	AGAP004294	80
AALB009025	AGAP013179	28
AALB008819		
AALB008821	AGAP001900	82
AALB008823	AGAP001898	76
AALB009034	AGAP002841	86
AALB009041	AGAP004316	43
AALB009043	AGAP004319	31
AALB009046	AGAP002353	63
AALB009051	AGAP002349	52
AALB008815	AGAP012906	71
AALB008815	AGAP001911	64
AALB009061	AGAP002338	99
AALB009069		
AALB009070		
AALB009078	AGAP002120	95
AALB009079	AGAP002121	99
AALB009074	AGAP002118	84
AALB009097		
AALB009086	AGAP002128	81
AALB009087	AGAP002129	85
AALB008835	AGAP013102	85
AALB008828	AGAP001888	87
AALB009099	AGAP002991	89
AALB009100	AGAP002993	79
AALB008829	AGAP001887	95
AALB009109	AGAP012949	57
AALB009110		
AALB009112	AGAP003001	70
AALB009107	AGAP002999	74
AALB008831	AGAP001885	62
AALB008830	AGAP001886	67
AALB009122	AGAP003012	97
AALB009123	AGAP003013	43
AALB008832	AGAP001883	96
AALB009139	AGAP001538	93
AALB009148	AGAP001530	43
AALB009154		
AALB009164	AGAP002520	92
AALB009168	AGAP002524	70
AALB009173	AGAP002531	93
AALB009180		
AALB009182	AGAP001307	88
AALB009183	AGAP001306	99
AALB009186	AGAP000780	97
AALB009187	AGAP000781	94
AALB009190	AGAP001299	97
AALB008842	AGAP001870	89
AALB008844	AGAP013033	35
AALB009209	AGAP001277	97
AALB009212	AGAP001274	95
AALB008837	AGAP001879	89
AALB009222	AGAP002512	85
AALB009233	AGAP001501	70
AALB009235	AGAP001499	51
AALB009241	AGAP001491	90
AALB009242	AGAP001488	96
AALB009244	AGAP001487	31
AALB008848		
AALB009251		
AALB009261	AGAP013112	65
AALB009276	AGAP013432	68
AALB009285	AGAP002093	96
AALB009301	AGAP001110	94
AALB009304	AGAP001113	65
AALB009316	AGAP001127	72
AALB009326	AGAP001253	24
AALB009329	AGAP001245	58
AALB009319	AGAP001134	74
AALB009335	AGAP001239	29
AALB009336	AGAP009261	5
AALB009339	AGAP001236	88
AALB009346		
AALB009343	AGAP001232	88
AALB009354	AGAP001224	96
AALB009356	AGAP013048	88
AALB009359	AGAP001217	85
AALB009373	AGAP001203	85
AALB009376	AGAP005069	11
AALB009389	AGAP013056	53
AALB009382	AGAP013230	67
AALB009394		
AALB009414	AGAP001159	89
AALB009426	AGAP001145	69
AALB009427	AGAP001143	95
AALB009432	AGAP001259	63
AALB009420	AGAP001153	85
AALB009447	AGAP004190	63
AALB009445	AGAP004192	97
AALB009462	AGAP004174	46
AALB009463	AGAP003790	91
AALB009463	AGAP012930	98
AALB009473	AGAP002742	86
AALB009478	AGAP002747	23
AALB009529	AGAP003225	51
AALB014822		
AALB014823		
AALB014825		
AALB014824		
AALB014826		
AALB014827		
AALB014820		
AALB014821		
AALB014828		
AALB014829		
AALB014830		
AALB014835		
AALB014831		
AALB014832		
AALB014833		
AALB014834		
AALB014837		
AALB014838		
AALB014840		
AALB014839		
AALB014842		
AALB014843	AGAP002127	99
AALB014836		
AALB014841		
AALB014845		
AALB014844		
AALB014846	AGAP013105	17
AALB014847		
AALB014848		
AALB014852		
AALB014851		
AALB014849		
AALB014850		
AALB014855		
AALB014857		
AALB014853		
AALB014854		
AALB014856		
AALB014858		
AALB014860		
AALB014859		
AALB014862	AGAP004182	39
AALB014861		
AALB014863		
AALB014868		
AALB014869		
AALB014865		
AALB014864		
AALB014867		
AALB014870		
AALB014871		
AALB014866		
AALB006380	AGAP001092	49
AALB006375	AGAP000367	63
AALB006283	AGAP000179	85
AALB006388	AGAP000715	70
AALB006275		
AALB006389	AGAP000715	15
AALB006394		
AALB006398	AGAP000222	47
AALB006420	AGAP010485	64
AALB006296		
AALB006433	AGAP000831	81
AALB006438	AGAP000339	60
AALB006294	AGAP000882	42
AALB006466	AGAP000744	59
AALB006468		
AALB006481	AGAP001044	28
AALB006504		
AALB006512		
AALB006509		
AALB006508	AGAP000232	56
AALB006517	AGAP000238	60
AALB006553		
AALB006547	AGAP000029	38
AALB006611		
AALB006612		
AALB006620		
AALB006633	AGAP000075	68
AALB006644	AGAP000068	25
AALB006655	AGAP013136	37
AALB006649	AGAP000519	37
AALB006664	AGAP000875	43
AALB006702	AGAP000491	79
AALB006691	AGAP000997	87
AALB006705	AGAP000114	53
AALB006706	AGAP000112	74
AALB006719	AGAP000898	50
AALB006733		
AALB006745		
AALB006747		
AALB006761		
AALB006763		
AALB006770	AGAP012428	51
AALB006775		
AALB006785	AGAP007841	87
AALB006781	AGAP000141	22
AALB006806	AGAP000403	50
AALB006797		
AALB006824	AGAP000126	53
AALB006822	AGAP013413	59
AALB006832	AGAP000569	40
AALB006334		
AALB006340	AGAP013067	20
AALB006874	AGAP000190	34
AALB006883	AGAP001008	44
AALB006909		
AALB006922		
AALB006938		
AALB006952	AGAP013437	37
AALB006350	AGAP000670	30
AALB006265	AGAP000857	78
AALB006267		
AALB006361	AGAP000792	98
AALB006363	AGAP006891	88
AALB006363	AGAP000794	95
AALB006288	AGAP000184	72
AALB006385	AGAP006237	69
AALB006386	AGAP013409	52
AALB006393	AGAP009079	60
AALB006396	AGAP000937	84
AALB006404	AGAP000348	84
AALB006410	AGAP013476	45
AALB006414	AGAP000284	59
AALB006421	AGAP005909	80
AALB006432	AGAP012973	33
AALB006445	AGAP010508	24
AALB006428	AGAP000132	55
AALB006435	AGAP000833	51
AALB006440	AGAP000548	27
AALB006299	AGAP002169	24
AALB006464	AGAP013276	29
AALB006467	AGAP000745	71
AALB006301	AGAP000702	72
AALB006302		
AALB006501		
AALB006497	AGAP000648	44
AALB006500		
AALB006502	AGAP000225	36
AALB006505	AGAP000228	44
AALB006511		
AALB006293	AGAP008153	38
AALB006305	AGAP000488	24
AALB006528	AGAP013348	65
AALB006532	AGAP000605	54
AALB006533	AGAP000606	33
AALB006534	AGAP000607	33
AALB006535	AGAP000609	24
AALB006536	AGAP000611	24
AALB006536	AGAP000612	27
